id,string
b1052,http://dbpedia.org/resource/Full_Tilt_%28novel%29
b1053,http://dbpedia.org/resource/Fullmetal_Alchemist
b1054,http://dbpedia.org/resource/Fun_Home
b1055,http://dbpedia.org/resource/Fushigi_Y%C3%BBgi
b1056,http://dbpedia.org/resource/Future_Shock
b1057,http://dbpedia.org/resource/G%C3%B6del%2C_Escher%2C_Bach
b1058,http://dbpedia.org/resource/Gakuen_Alice
b1059,http://dbpedia.org/resource/Gal%C3%A1pagos_%28novel%29
b1060,http://dbpedia.org/resource/Game_Change
b1061,http://dbpedia.org/resource/Games_People_Play_%28book%29
b1062,http://dbpedia.org/resource/Gangster_%28novel%29
b1063,http://dbpedia.org/resource/Gantz
b1064,http://dbpedia.org/resource/Garden_of_Shadows
b1065,http://dbpedia.org/resource/Garfield
b1066,http://dbpedia.org/resource/Gates_of_Fire
b1067,http://dbpedia.org/resource/Gathering_Blue
b1068,http://dbpedia.org/resource/Gaunt%27s_Ghosts
b1069,http://dbpedia.org/resource/Gears_of_War%3A_Aspho_Fields
b1070,http://dbpedia.org/resource/Gears_of_War%3A_Jacinto%27s_Remnant
b1071,http://dbpedia.org/resource/Gears_of_War_%28series%29
b1072,http://dbpedia.org/resource/Geek_Love
b1073,http://dbpedia.org/resource/Generation_Dead
b1074,http://dbpedia.org/resource/Genius_Squad
b1075,http://dbpedia.org/resource/Genome_%28book%29
b1076,http://dbpedia.org/resource/Geography_Club
b1077,http://dbpedia.org/resource/George%27s_Marvellous_Medicine
b1078,http://dbpedia.org/resource/Georgina_Kincaid
b1079,http://dbpedia.org/resource/Gerald%27s_Game
b1080,http://dbpedia.org/resource/Germinal_%28novel%29
b1081,http://dbpedia.org/resource/Ghost_Rider%3A_Travels_on_the_Healing_Road
b1082,http://dbpedia.org/resource/Ghost_Soldiers
b1083,http://dbpedia.org/resource/Ghost_Wars
b1084,http://dbpedia.org/resource/Ghostgirl
b1085,http://dbpedia.org/resource/Ghostwritten
b1086,http://dbpedia.org/resource/Gilead_%28novel%29
b1087,http://dbpedia.org/resource/Gingerbread_%28novel%29
b1088,http://dbpedia.org/resource/Giovanni%27s_Room
b1089,http://dbpedia.org/resource/Girl%2C_Interrupted
b1090,http://dbpedia.org/resource/Girl%2C_Missing
b1091,http://dbpedia.org/resource/Girl_with_a_Pearl_Earring_%28novel%29
b1092,http://dbpedia.org/resource/Girlfriend_in_a_Coma_%28novel%29
b1093,http://dbpedia.org/resource/Girls_of_Riyadh
b1094,http://dbpedia.org/resource/Give_a_Boy_a_Gun
b1095,http://dbpedia.org/resource/Glamorama
b1096,http://dbpedia.org/resource/Glass_%28novel%29
b1097,http://dbpedia.org/resource/Glue_%28novel%29
b1098,http://dbpedia.org/resource/Gnostic_Gospels
b1099,http://dbpedia.org/resource/Go%2C_Dog._Go%21
b1100,http://dbpedia.org/resource/Go_Ask_Alice
b1101,http://dbpedia.org/resource/Go_the_Fuck_to_Sleep
b1102,http://dbpedia.org/resource/God%27s_Debris
b1103,http://dbpedia.org/resource/God_Bless_You%2C_Dr._Kevorkian
b1104,http://dbpedia.org/resource/God_Bless_You%2C_Mr._Rosewater
b1105,http://dbpedia.org/resource/God_Emperor_of_Dune
b1106,http://dbpedia.org/resource/God_Is_Not_Great
b1107,http://dbpedia.org/resource/God_is_Dead_%28novel%29
b1108,http://dbpedia.org/resource/Godaan
b1109,http://dbpedia.org/resource/Goddess_of_Yesterday
b1110,http://dbpedia.org/resource/Godless_%28novel%29
b1111,http://dbpedia.org/resource/Gods_Behaving_Badly
b1112,http://dbpedia.org/resource/Gods_and_Generals_%28novel%29
b1113,http://dbpedia.org/resource/Goethe%27s_Faust
b1114,http://dbpedia.org/resource/Going_Bovine
b1115,http://dbpedia.org/resource/Going_Postal
b1116,http://dbpedia.org/resource/Going_Rogue%3A_An_American_Life
b1117,http://dbpedia.org/resource/Gone_%28novel_series%29
b1118,http://dbpedia.org/resource/Gone_with_the_Wind
b1119,http://dbpedia.org/resource/Good_Morning%2C_Holy_Spirit
b1120,http://dbpedia.org/resource/Good_Omens
b1121,http://dbpedia.org/resource/Good_in_Bed
b1122,http://dbpedia.org/resource/Good_to_Great
b1123,http://dbpedia.org/resource/Goodnight_Mister_Tom
b1124,http://dbpedia.org/resource/Goodnight_Moon
b1125,http://dbpedia.org/resource/Goosebumps
b1126,http://dbpedia.org/resource/Gormenghast_%28novel%29
b1127,http://dbpedia.org/resource/Gospel_of_John
b1128,http://dbpedia.org/resource/Gospel_of_Mark
b1129,http://dbpedia.org/resource/Gospel_of_Matthew
b1130,http://dbpedia.org/resource/Gossamer_%28novel%29
b1131,http://dbpedia.org/resource/Gossip_Girl_%28novel_series%29
b1132,http://dbpedia.org/resource/Goth_%28novel%29
b1133,http://dbpedia.org/resource/Graceling
b1134,http://dbpedia.org/resource/Graphic_novel
b1135,http://dbpedia.org/resource/Grass_for_His_Pillow
b1136,http://dbpedia.org/resource/Gravitation_%28book%29
b1137,http://dbpedia.org/resource/Gravity%27s_Rainbow
b1138,http://dbpedia.org/resource/Gray%27s_Anatomy
b1139,http://dbpedia.org/resource/Great_Expectations
b1140,http://dbpedia.org/resource/Green_Angel
b1141,http://dbpedia.org/resource/Green_Eggs_and_Ham
b1142,http://dbpedia.org/resource/Green_Lantern_%28comic_book%29
b1143,http://dbpedia.org/resource/Green_Rider
b1144,http://dbpedia.org/resource/Gregor_the_Overlander
b1145,http://dbpedia.org/resource/Grendel_%28novel%29
b1146,http://dbpedia.org/resource/Griffin_and_Sabine
b1147,http://dbpedia.org/resource/Grim_Tuesday
b1148,http://dbpedia.org/resource/Grimms%27_Fairy_Tales
b1149,http://dbpedia.org/resource/Guardians_of_Ga%27Hoole%3A_The_Capture
b1150,http://dbpedia.org/resource/Guardians_of_Time_Trilogy
b1151,http://dbpedia.org/resource/Guards%21_Guards%21
b1152,http://dbpedia.org/resource/Guess_How_Much_I_Love_You
b1153,http://dbpedia.org/resource/Guilty_Pleasures_%28novel%29
b1154,http://dbpedia.org/resource/Guinness_World_Records
b1155,http://dbpedia.org/resource/Gulliver%27s_Travels
b1156,http://dbpedia.org/resource/Gunnerkrigg_Court
b1157,http://dbpedia.org/resource/Guns%2C_Germs%2C_and_Steel
b1158,http://dbpedia.org/resource/Hacking%3A_The_Art_of_Exploitation
b1159,http://dbpedia.org/resource/Hagakure
b1160,http://dbpedia.org/resource/Hairstyles_of_the_Damned
b1161,http://dbpedia.org/resource/Half_Asleep_in_Frog_Pajamas
b1162,http://dbpedia.org/resource/Half_Broke_Horses
b1163,http://dbpedia.org/resource/Half_Moon_Investigations
b1164,http://dbpedia.org/resource/Half_of_a_Yellow_Sun
b1165,http://dbpedia.org/resource/Half_the_Sky
b1166,http://dbpedia.org/resource/Halo%3A_Contact_Harvest
b1167,http://dbpedia.org/resource/Halo%3A_First_Strike
b1168,http://dbpedia.org/resource/Halo%3A_Ghosts_of_Onyx
b1169,http://dbpedia.org/resource/Halo%3A_The_Fall_of_Reach
b1170,http://dbpedia.org/resource/Halo%3A_The_Flood
b1171,http://dbpedia.org/resource/Halo_%28series%29
b1172,http://dbpedia.org/resource/Ham_on_Rye
b1173,http://dbpedia.org/resource/Hamlet
b1174,http://dbpedia.org/resource/Hammer_of_the_Gods_%28book%29
b1175,http://dbpedia.org/resource/Hana-Kimi
b1176,http://dbpedia.org/resource/Handle_with_Care_%28novel%29
b1177,http://dbpedia.org/resource/Hangman%27s_Curse
b1178,http://dbpedia.org/resource/Hank_the_Cowdog
b1179,http://dbpedia.org/resource/Hannibal_%28novel%29
b1180,http://dbpedia.org/resource/Hannibal_Rising
b1181,http://dbpedia.org/resource/Hard-Boiled_Wonderland_and_the_End_of_the_World
b1182,http://dbpedia.org/resource/Hard_Love
b1183,http://dbpedia.org/resource/Hard_Times
b1184,http://dbpedia.org/resource/Hardcore_Zen
b1185,http://dbpedia.org/resource/Harlequin_%28novel%29
b1186,http://dbpedia.org/resource/Harold_and_the_Purple_Crayon
b1187,http://dbpedia.org/resource/Haroun_and_the_Sea_of_Stories
b1188,http://dbpedia.org/resource/Harriet_the_Spy
b1189,http://dbpedia.org/resource/Harrison%27s_Principles_of_Internal_Medicine
b1190,http://dbpedia.org/resource/Harry_Potter
b1191,http://dbpedia.org/resource/Hate_List
b1192,http://dbpedia.org/resource/Haters_%28novel%29
b1193,http://dbpedia.org/resource/Haunted_%28Palahniuk_novel%29
b1194,http://dbpedia.org/resource/Haunted_%28The_Mediator%29
b1195,http://dbpedia.org/resource/Have_Space_Suit%C2%97Will_Travel
b1196,http://dbpedia.org/resource/Have_a_Little_Faith_%28Mitch_Albom_book%29
b1197,http://dbpedia.org/resource/Hawaii_%28novel%29
b1198,http://dbpedia.org/resource/Hawksong
b1199,http://dbpedia.org/resource/Hawthorne_%28book%29
b1200,http://dbpedia.org/resource/He%27s_Just_Not_That_Into_You
b1201,http://dbpedia.org/resource/Heart-Shaped_Box_%28novel%29
b1202,http://dbpedia.org/resource/Heart_%28novel%29
b1203,http://dbpedia.org/resource/Heart_of_Darkness
b1204,http://dbpedia.org/resource/Heart_of_a_Dog
b1205,http://dbpedia.org/resource/Heartland_%28novel_series%29
b1206,http://dbpedia.org/resource/Hearts_in_Atlantis
b1207,http://dbpedia.org/resource/Heat_%28Lupica_novel%29
b1208,http://dbpedia.org/resource/Heat_Wave_%28novel%29
b1209,http://dbpedia.org/resource/Heaven_Is_for_Real
b1210,http://dbpedia.org/resource/Heaven_and_Hell_%28Swedenborg%29
b1211,http://dbpedia.org/resource/Heavier_Than_Heaven
b1212,http://dbpedia.org/resource/Heidi
b1213,http://dbpedia.org/resource/Heir_Apparent_%28novel%29
b1214,http://dbpedia.org/resource/Heir_to_the_Empire
b1215,http://dbpedia.org/resource/Heist_Society
b1216,http://dbpedia.org/resource/Hell%27s_Angels%3A_The_Strange_and_Terrible_Saga_of_the_Outlaw_Motorcycle_Gangs
b1217,http://dbpedia.org/resource/Hell_House_%28novel%29
b1218,http://dbpedia.org/resource/Hellblazer
b1219,http://dbpedia.org/resource/Hellboy
b1220,http://dbpedia.org/resource/Hellsing
b1221,http://dbpedia.org/resource/Helmet_for_My_Pillow
b1222,http://dbpedia.org/resource/Helter_Skelter_%28book%29
b1223,http://dbpedia.org/resource/Henderson%27s_Boys
b1224,http://dbpedia.org/resource/Henry_V_%28play%29
b1225,http://dbpedia.org/resource/Her_Fearful_Symmetry
b1226,http://dbpedia.org/resource/Here_There_Be_Dragons
b1227,http://dbpedia.org/resource/Heretics_of_Dune
b1228,http://dbpedia.org/resource/Hero_%28novel%29
b1229,http://dbpedia.org/resource/Hex_Hall
b1230,http://dbpedia.org/resource/Hey_Nostradamus%21
b1231,http://dbpedia.org/resource/Hideaway_%28novel%29
b1232,http://dbpedia.org/resource/High_Fidelity_%28novel%29
b1233,http://dbpedia.org/resource/High_School_Debut
b1234,http://dbpedia.org/resource/High_Society_%28novel%29
b1235,http://dbpedia.org/resource/High_Times
b1236,http://dbpedia.org/resource/Highschool_of_the_Dead
b1237,http://dbpedia.org/resource/Higurashi_When_They_Cry
b1238,http://dbpedia.org/resource/Hinds%27_Feet_on_High_Places
b1239,http://dbpedia.org/resource/Hiroshima_%28book%29
b1240,http://dbpedia.org/resource/His_Dark_Materials
b1241,http://dbpedia.org/resource/His_Majesty%27s_Dragon
b1242,http://dbpedia.org/resource/History_%28novel%29
b1243,http://dbpedia.org/resource/Hocus_Pocus_%28novel%29
b1244,http://dbpedia.org/resource/Hogfather
b1245,http://dbpedia.org/resource/Holes_%28novel%29
b1246,http://dbpedia.org/resource/Holidays_on_Ice_%28book%29
b1247,http://dbpedia.org/resource/Hollows_%28series%29
b1248,http://dbpedia.org/resource/Homage_to_Catalonia
b1249,http://dbpedia.org/resource/Homeboyz_%28novel%29
b1250,http://dbpedia.org/resource/Homecoming_%28novel%29
b1251,http://dbpedia.org/resource/Honeymoon_%28novel%29
b1252,http://dbpedia.org/resource/Honour_Among_Thieves
b1253,http://dbpedia.org/resource/Hood_%28novel%29
b1254,http://dbpedia.org/resource/Hoot_%28novel%29
b1255,http://dbpedia.org/resource/Hop_on_Pop
b1256,http://dbpedia.org/resource/Hope_Was_Here
b1257,http://dbpedia.org/resource/Hope_for_the_Flowers
b1258,http://dbpedia.org/resource/Hopscotch_%28Julio_Cort%C3%A1zar_novel%29
b1259,http://dbpedia.org/resource/Horns_%28novel%29
b1260,http://dbpedia.org/resource/Horrible_Histories_%28book_series%29
b1261,http://dbpedia.org/resource/Horrible_Science
b1262,http://dbpedia.org/resource/Horton_Hears_a_Who%21
b1263,http://dbpedia.org/resource/Hot%2C_Flat%2C_and_Crowded
b1264,http://dbpedia.org/resource/Hot_Gimmick
b1265,http://dbpedia.org/resource/Hot_Stuff_the_Little_Devil
b1266,http://dbpedia.org/resource/Hourglass_%28novel%29
b1267,http://dbpedia.org/resource/House_Rules_%28novel%29
b1268,http://dbpedia.org/resource/House_of_Leaves
b1269,http://dbpedia.org/resource/House_of_M
b1270,http://dbpedia.org/resource/House_of_Many_Ways
b1271,http://dbpedia.org/resource/House_of_Night
b1272,http://dbpedia.org/resource/House_of_Sand_and_Fog_%28novel%29
b1273,http://dbpedia.org/resource/House_to_House
b1274,http://dbpedia.org/resource/How_I_Became_Stupid
b1275,http://dbpedia.org/resource/How_I_Live_Now
b1276,http://dbpedia.org/resource/How_Opal_Mehta_Got_Kissed%2C_Got_Wild%2C_and_Got_a_Life
b1277,http://dbpedia.org/resource/How_Soccer_Explains_the_World
b1278,http://dbpedia.org/resource/How_We_Decide
b1279,http://dbpedia.org/resource/How_the_Garc%C3%ADa_Girls_Lost_Their_Accents
b1280,http://dbpedia.org/resource/How_the_Grinch_Stole_Christmas%21
b1281,http://dbpedia.org/resource/How_the_Mind_Works
b1282,http://dbpedia.org/resource/How_to_Be_Good
b1283,http://dbpedia.org/resource/How_to_Be_Popular
b1284,http://dbpedia.org/resource/How_to_Disappear_Completely_and_Never_Be_Found
b1285,http://dbpedia.org/resource/How_to_Eat_Fried_Worms
b1286,http://dbpedia.org/resource/How_to_Make_Love_Like_a_Porn_Star
b1287,http://dbpedia.org/resource/How_to_Read_Literature_Like_a_Professor
b1288,http://dbpedia.org/resource/How_to_Stop_Worrying_and_Start_Living
b1289,http://dbpedia.org/resource/How_to_Talk_Dirty_and_Influence_People
b1290,http://dbpedia.org/resource/How_to_Win_Friends_and_Influence_People
b1291,http://dbpedia.org/resource/Howards_End
b1292,http://dbpedia.org/resource/Howl
b1293,http://dbpedia.org/resource/Howl%27s_Moving_Castle
b1294,http://dbpedia.org/resource/Hulk_%28comics%29
b1295,http://dbpedia.org/resource/Human%2C_All_Too_Human
b1296,http://dbpedia.org/resource/Human_Sexuality_%28book%29
b1297,http://dbpedia.org/resource/Hunger_%28Hamsun_novel%29
b1298,http://dbpedia.org/resource/Hunter%27s_Moon
b1299,http://dbpedia.org/resource/Hunter_%28Pierce_novel%29
b1300,http://dbpedia.org/resource/Hush%2C_Hush
b1301,http://dbpedia.org/resource/Hush_%28novel%29
b1302,http://dbpedia.org/resource/Hyperion_%28comics%29
b1303,http://dbpedia.org/resource/Hyperion_Cantos
b1304,http://dbpedia.org/resource/Hyperspace_%28book%29
b1305,http://dbpedia.org/resource/I%27d_Tell_You_I_Love_You%2C_But_Then_I%27d_Have_to_Kill_You
b1306,http://dbpedia.org/resource/I%27m_OK%2C_You%27re_OK
b1307,http://dbpedia.org/resource/I%2C_Claudius
b1308,http://dbpedia.org/resource/I%2C_Coriander
b1309,http://dbpedia.org/resource/I%2C_Jedi
b1310,http://dbpedia.org/resource/I%2C_Lucifer
b1311,http://dbpedia.org/resource/I%2C_Robot
b1312,http://dbpedia.org/resource/ICon%3A_Steve_Jobs
b1313,http://dbpedia.org/resource/I_Am_America_%28And_So_Can_You%21%29
b1314,http://dbpedia.org/resource/I_Am_David
b1315,http://dbpedia.org/resource/I_Am_Legend_%28novel%29
b1316,http://dbpedia.org/resource/I_Am_Not_a_Serial_Killer
b1317,http://dbpedia.org/resource/I_Am_Number_Four
b1318,http://dbpedia.org/resource/I_Am_Ozzy
b1319,http://dbpedia.org/resource/I_Am_That
b1320,http://dbpedia.org/resource/I_Am_a_Strange_Loop
b1321,http://dbpedia.org/resource/I_Am_the_Cheese
b1322,http://dbpedia.org/resource/I_Capture_the_Castle
b1323,http://dbpedia.org/resource/I_Ching
b1324,http://dbpedia.org/resource/I_Feel_Sick
b1325,http://dbpedia.org/resource/I_Have_No_Mouth%2C_and_I_Must_Scream
b1326,http://dbpedia.org/resource/I_Hope_They_Serve_Beer_in_Hell
b1327,http://dbpedia.org/resource/I_Kissed_Dating_Goodbye
b1328,http://dbpedia.org/resource/I_Know_This_Much_Is_True
b1329,http://dbpedia.org/resource/I_Know_What_You_Did_Last_Summer_%28novel%29
b1330,http://dbpedia.org/resource/I_Love_You%2C_Beth_Cooper
b1331,http://dbpedia.org/resource/I_Never_Promised_You_a_Rose_Garden_%28novel%29
b1332,http://dbpedia.org/resource/I_Spy_%28Scholastic%29
b1333,http://dbpedia.org/resource/I_and_Thou
b1334,http://dbpedia.org/resource/Ice_Station_%28novel%29
b1335,http://dbpedia.org/resource/Icefire_%282003_novel%29
b1336,http://dbpedia.org/resource/Icy_Sparks
b1337,http://dbpedia.org/resource/Identical_%28novel%29
b1338,http://dbpedia.org/resource/Idlewild_%28novel%29
b1339,http://dbpedia.org/resource/Idoru
b1340,http://dbpedia.org/resource/If_Democrats_Had_Any_Brains%2C_They%27d_Be_Republicans
b1341,http://dbpedia.org/resource/If_I_Die_in_a_Combat_Zone%2C_Box_Me_Up_and_Ship_Me_Home
b1342,http://dbpedia.org/resource/If_I_Stay
b1343,http://dbpedia.org/resource/If_Nobody_Speaks_of_Remarkable_Things
b1344,http://dbpedia.org/resource/If_Only_It_Were_True
b1345,http://dbpedia.org/resource/If_There_Be_Thorns
b1346,http://dbpedia.org/resource/If_This_Is_a_Man
b1347,http://dbpedia.org/resource/If_Tomorrow_Comes
b1348,http://dbpedia.org/resource/If_You_Could_See_Me_Now_%28Cecelia_Ahern_novel%29
b1349,http://dbpedia.org/resource/If_You_Give_a_Mouse_a_Cookie
b1350,http://dbpedia.org/resource/Ignited_Minds
b1351,http://dbpedia.org/resource/Iliad
b1352,http://dbpedia.org/resource/Ilium_%28novel%29
b1353,http://dbpedia.org/resource/Illusions_%28Bach_novel%29
b1354,http://dbpedia.org/resource/Imajica
b1355,http://dbpedia.org/resource/Immortal_Rain
b1356,http://dbpedia.org/resource/Immortality_%28novel%29
b1357,http://dbpedia.org/resource/Imperium_%28novel%29
b1358,http://dbpedia.org/resource/Impossible_%28novel%29
b1359,http://dbpedia.org/resource/Impulse_%28Hopkins_novel%29
b1360,http://dbpedia.org/resource/Impulse_economy
b1361,http://dbpedia.org/resource/In_Cold_Blood
b1362,http://dbpedia.org/resource/In_Death
b1363,http://dbpedia.org/resource/In_Defense_of_Food
b1364,http://dbpedia.org/resource/In_Her_Shoes_%28novel%29
b1365,http://dbpedia.org/resource/In_His_Own_Write
b1366,http://dbpedia.org/resource/In_His_Steps
b1367,http://dbpedia.org/resource/In_Search_of_Lost_Time
b1368,http://dbpedia.org/resource/In_Watermelon_Sugar
b1369,http://dbpedia.org/resource/In_the_Forests_of_the_Night
b1370,http://dbpedia.org/resource/In_the_Lake_of_the_Woods
b1371,http://dbpedia.org/resource/In_the_Line_of_Fire%3A_A_Memoir
b1372,http://dbpedia.org/resource/In_the_Time_of_the_Butterflies
b1373,http://dbpedia.org/resource/In_the_Woods
b1374,http://dbpedia.org/resource/Incarceron
b1375,http://dbpedia.org/resource/Incarnations_of_Immortality
b1376,http://dbpedia.org/resource/Incubus_Dreams
b1377,http://dbpedia.org/resource/India_After_Gandhi
b1378,http://dbpedia.org/resource/India_Unbound
b1379,http://dbpedia.org/resource/Inferno_%28Dante%29
b1380,http://dbpedia.org/resource/Infidel_%28novel%29
b1381,http://dbpedia.org/resource/Infinite_Jest
b1382,http://dbpedia.org/resource/Ingo_%28novel%29
b1383,http://dbpedia.org/resource/Inherit_the_Wind_%28play%29
b1384,http://dbpedia.org/resource/Inheritance_%28novel%29
b1385,http://dbpedia.org/resource/Inheritance_Cycle
b1386,http://dbpedia.org/resource/Ink_Exchange
b1387,http://dbpedia.org/resource/Inkdeath
b1388,http://dbpedia.org/resource/Inkheart
b1389,http://dbpedia.org/resource/Inkspell
b1390,http://dbpedia.org/resource/Inside_Delta_Force
b1391,http://dbpedia.org/resource/Insomnia_%28novel%29
b1392,http://dbpedia.org/resource/Inspirational_fiction
b1393,http://dbpedia.org/resource/Intensity_%28novel%29
b1394,http://dbpedia.org/resource/Intercourse_%28book%29
b1395,http://dbpedia.org/resource/Interesting_Times
b1396,http://dbpedia.org/resource/Interpreter_of_Maladies
b1397,http://dbpedia.org/resource/Interview_with_the_Vampire
b1398,http://dbpedia.org/resource/Into_Thin_Air
b1399,http://dbpedia.org/resource/Invisible_%28Hautman_novel%29
b1400,http://dbpedia.org/resource/Invisible_Cities
b1401,http://dbpedia.org/resource/Invisible_Life
b1402,http://dbpedia.org/resource/Invisible_Man
b1403,http://dbpedia.org/resource/Invisible_Monsters
b1404,http://dbpedia.org/resource/Invitation_to_a_Beheading
b1405,http://dbpedia.org/resource/Ironman_%28novel%29
b1406,http://dbpedia.org/resource/Ironside%3A_A_Modern_Faery%27s_Tale
b1407,http://dbpedia.org/resource/Isaac_Asimov%27s_Robot_City
b1408,http://dbpedia.org/resource/Ishmael_%28novel%29
b1409,http://dbpedia.org/resource/Islam%3A_The_Straight_Path
b1410,http://dbpedia.org/resource/Island_%28book%29
b1411,http://dbpedia.org/resource/Island_of_the_Blue_Dolphins
b1412,http://dbpedia.org/resource/Island_of_the_Sequined_Love_Nun
b1413,http://dbpedia.org/resource/It%27s_Kind_of_a_Funny_Story
b1414,http://dbpedia.org/resource/It%27s_Not_About_the_Bike
b1415,http://dbpedia.org/resource/It_%28novel%29
b1416,http://dbpedia.org/resource/It_Happened_to_Nancy%3A_By_an_Anonymous_Teenager
b1417,http://dbpedia.org/resource/Ivanhoe
b1418,http://dbpedia.org/resource/JPod
b1419,http://dbpedia.org/resource/Jabberwocky
b1420,http://dbpedia.org/resource/Jack_the_Ripper%3A_The_Final_Solution
b1421,http://dbpedia.org/resource/Jacob_Have_I_Loved
b1422,http://dbpedia.org/resource/Jamaica_Inn_%28novel%29
b1423,http://dbpedia.org/resource/James_and_the_Giant_Peach
b1424,http://dbpedia.org/resource/Jane_Eyre
b1425,http://dbpedia.org/resource/Jarhead_%28book%29
b1426,http://dbpedia.org/resource/Jaws_%28novel%29
b1427,http://dbpedia.org/resource/Jay%27s_Journal
b1428,http://dbpedia.org/resource/Jazz_%28novel%29
b1429,http://dbpedia.org/resource/Jemima_J
b1430,http://dbpedia.org/resource/Jennifer_Government
b1431,http://dbpedia.org/resource/Jeremy_Fink_and_the_Meaning_of_Life
b1432,http://dbpedia.org/resource/Jeremy_Thatcher%2C_Dragon_Hatcher
b1433,http://dbpedia.org/resource/Jessica%27s_Guide_to_Dating_on_the_Dark_Side
b1434,http://dbpedia.org/resource/Jessica_%28novel%29
b1435,http://dbpedia.org/resource/Jesus_Freaks_%28book%29
b1436,http://dbpedia.org/resource/Jesus_of_Nazareth%3A_Holy_Week
b1437,http://dbpedia.org/resource/Jingo_%28novel%29
b1438,http://dbpedia.org/resource/Jinx_%28novel%29
b1439,http://dbpedia.org/resource/Jitterbug_Perfume
b1440,http://dbpedia.org/resource/Job%3A_A_Comedy_of_Justice
b1441,http://dbpedia.org/resource/Job_%28novel%29
b1442,http://dbpedia.org/resource/Johannes_Cabal_the_Necromancer
b1443,http://dbpedia.org/resource/John_Dies_at_the_End
b1444,http://dbpedia.org/resource/Johnny_Got_His_Gun
b1445,http://dbpedia.org/resource/Johnny_Tremain
b1446,http://dbpedia.org/resource/Johnny_the_Homicidal_Maniac
b1447,http://dbpedia.org/resource/Join_Me
b1448,http://dbpedia.org/resource/Jonathan_Livingston_Seagull
b1449,http://dbpedia.org/resource/Jonathan_Strange_%26_Mr_Norrell
b1450,http://dbpedia.org/resource/Journey_to_Ixtlan
b1451,http://dbpedia.org/resource/Journey_to_the_Center_of_the_Earth
b1452,http://dbpedia.org/resource/Journey_to_the_End_of_the_Night
b1453,http://dbpedia.org/resource/Journey_to_the_River_Sea
b1454,http://dbpedia.org/resource/Journey_to_the_West
b1455,http://dbpedia.org/resource/Joy_%28novel%29
b1456,http://dbpedia.org/resource/Jude_%28novel%29
b1457,http://dbpedia.org/resource/Jude_the_Obscure
b1458,http://dbpedia.org/resource/Julie_of_the_Wolves
b1459,http://dbpedia.org/resource/Juliette_%28novel%29
b1460,http://dbpedia.org/resource/Jumper_%28novel%29
b1461,http://dbpedia.org/resource/Junjo_Romantica%3A_Pure_Romance
b1462,http://dbpedia.org/resource/Junk_%28novel%29
b1463,http://dbpedia.org/resource/Junkie_%28novel%29
b1464,http://dbpedia.org/resource/Jurassic_Park_%28novel%29
b1465,http://dbpedia.org/resource/Just_After_Sunset
b1466,http://dbpedia.org/resource/Just_Ella
b1467,http://dbpedia.org/resource/Just_Kids
b1468,http://dbpedia.org/resource/Just_Like_That_%28novel%29
b1469,http://dbpedia.org/resource/Just_Listen_%28novel%29
b1470,http://dbpedia.org/resource/Just_in_Case
b1471,http://dbpedia.org/resource/Justine_%28novel%29
b1472,http://dbpedia.org/resource/Kabbalah
b1473,http://dbpedia.org/resource/Kafka_on_the_Shore
b1474,http://dbpedia.org/resource/Kama_Sutra
b1475,http://dbpedia.org/resource/Kane_and_Abel_%28novel%29
b1476,http://dbpedia.org/resource/Kapitan_Sino
b1477,http://dbpedia.org/resource/Kare_Kano
b1478,http://dbpedia.org/resource/Katherine_%28novel%29
b1479,http://dbpedia.org/resource/Kay_Scarpetta
b1480,http://dbpedia.org/resource/Keeping_Faith
b1481,http://dbpedia.org/resource/Keeping_You_a_Secret
b1482,http://dbpedia.org/resource/Keeping_the_Moon
b1483,http://dbpedia.org/resource/Kick_Ass_%28book%29
b1484,http://dbpedia.org/resource/Kidnapped_%28novel%29
b1485,http://dbpedia.org/resource/Killing_Floor_%28novel%29
b1486,http://dbpedia.org/resource/Killing_Mr._Griffin
b1487,http://dbpedia.org/resource/Killing_Yourself_to_Live%3A_85%25_of_a_True_Story
b1488,http://dbpedia.org/resource/Kim_%28novel%29
b1489,http://dbpedia.org/resource/Kimi_ni_Todoke
b1490,http://dbpedia.org/resource/Kindred_%28novel%29
b1491,http://dbpedia.org/resource/King_Arthur_%28DC_Comics%29
b1492,http://dbpedia.org/resource/King_Dork
b1493,http://dbpedia.org/resource/King_James_Version
b1494,http://dbpedia.org/resource/King_Leary
b1495,http://dbpedia.org/resource/King_Rat_%281962_novel%29
b1496,http://dbpedia.org/resource/King_Solomon%27s_Mines
b1497,http://dbpedia.org/resource/King_of_the_Wind
b1498,http://dbpedia.org/resource/Kingdom_of_Fear_%28book%29
b1499,http://dbpedia.org/resource/Kira-Kira
b1500,http://dbpedia.org/resource/Kiss_%28novel%29
b1501,http://dbpedia.org/resource/Kiss_of_the_Spider_Woman_%28novel%29
b1502,http://dbpedia.org/resource/Kiss_the_Girls
b1503,http://dbpedia.org/resource/Kit%27s_Wilderness
b1504,http://dbpedia.org/resource/Kitchen_%28novel%29
b1505,http://dbpedia.org/resource/Kitchen_Confidential%3A_Adventures_in_the_Culinary_Underbelly
b1506,http://dbpedia.org/resource/Kitchen_Princess
b1507,http://dbpedia.org/resource/Knowing_God
b1508,http://dbpedia.org/resource/Koizora
b1509,http://dbpedia.org/resource/Kokoro
b1510,http://dbpedia.org/resource/Komik_Remaja
b1511,http://dbpedia.org/resource/Kushiel%27s_Dart
